CODE_UAI;NUM_SIRET;CODE_ACADEMIE;ACADEMIE;DEPARTEMENT;SIGLE_UAI;NATURE_UAI;PATRONYME;NOM_ETABLISSEMENT;STATUT;CONTRAT_ETABLISSEMENT;ADRESSE_POSTALE;CODE_POSTAL;CODE_INSEE;COMMUNE;TELEPHONE;FAX;SITE_WEB;MAIL;MINISTERE_TUTELLE;INTERNAT;ANNEE_CONSTRUCTION;DATE_MAJ;GEO
0951763A;19951763200014;025;Versailles;95;LPO LYC METIER;lycée polyvalent;LOUIS-JOUVET;Lycée polyvalent Louis Jouvet, Lycée des métiers de la santé et du social;public;;26 rue de Saint-Prix;95152;95607;Taverny;0134184120;0139606121;http://www.lyc-jouvet-taverny-ac-versailles.fr/;ce.0951763A@ac-versailles.fr;Éducation nationale;;1990;2026-03-12;49.019492050995524, 2.2086035848039076
0922398G;19920804200010;025;Versailles;92;LPO LYC METIER;lycée polyvalent;GUSTAVE-EIFFEL;Lycée polyvalent Gustave Eiffel, lycée des métiers de la santé, de la communication et du commerce;public;;78 avenue du Président Pompidou;92500;92063;Rueil-Malmaison;0155471313;0155471329;http://www.lyc-eiffel-rueil.ac-versailles.fr/;ce.0922398G@ac-versailles.fr;Éducation nationale;;1998;2026-03-12;48.87112739613935, 2.1941475277095868
0750828T;19750828600014;001;Paris;75;EREA;établissement régional d’enseignement adapté;EDITH-PIAF;Etablissement régional d'enseignement adapté Edith Piaf;public;;316 rue de Belleville;75020;75120;Paris 20e Arrondissement;0140324350;0140324360;https://pia.ac-paris.fr/serail/jcms/s2_1809227/fr/accueil;ce.0750828T@ac-paris.fr;Éducation nationale;;;2026-03-12;48.87668085674949, 2.4052091315685047
0771436T;19771436300011;024;Créteil;77;LEGTPA;lycée d'enseignement général, technologique et professionnel agricole;BOUGAINVILLE;Lycée d'enseignement général, technologique et professionnel agricole de Brie-Comte-Robert;public;;Route departementale 319;77257;77053;Brie-Comte-Robert;0160623300;0164057539;http://www.lycee-bougainville.fr/;legta.brie-comte-robert@educagri.fr;Agriculture;Oui;1971;2026-03-12;48.68541804243584, 2.6272732084605788
0781578S;19781578000014;025;Versailles;78;LPO;lycée polyvalent;HÔTELLERIE-ET-TOURISME;Lycée polyvalent d'Hôtellerie et Tourisme;public;;Place François Rabelais;78042;78297;Guyancourt;0130961200;0130442491;http://www.lyc-hotellerie-guyancourt.ac-versailles.fr/;ce.0781578S@ac-versailles.fr;Éducation nationale;Oui;1981;2026-03-12;48.78460328356721, 2.0497194097620253
0750671X;19750671000015;001;Paris;75;LPO;lycée polyvalent;EDGAR-QUINET;Lycée polyvalent Edgar Quinet;public;;63 rue DES MARTYRS;75009;75109;Paris 9e Arrondissement;0148785517;0148787496;https://www.ac-paris.fr/serail/jcms/s2_439045/fr/accueil;ce.0750671X@ac-paris.fr;Éducation nationale;;1833;2026-01-16;48.881251468979656, 2.3398744815433177
0951748J;19951748300012;025;Versailles;95;LPO;lycée polyvalent;EVARISTE-GALOIS;Lycée polyvalent Evariste Galois;public;;14 boulevard Léon Blum;95260;95052;Beaumont-sur-Oise;0134701706;0134700760;http://www.lyc-galois-beaumont.ac-versailles.fr/;ce.0951748J@ac-versailles.fr;Éducation nationale;;1972;2026-03-12;49.14640109738154, 2.2948582444058694
0781819D;19781819800016;025;Versailles;78;LPO;lycée polyvalent;EMILIE-DE-BRETEUIL;Lycée polyvalent Emilie de Breteuil;public;;3 rue du Canal;78180;78423;Montigny-le-Bretonneux;0130571133;0130440290;http://www.lyc-breteuil-montigny.ac-versailles.fr/;ce.0781819D@ac-versailles.fr;Éducation nationale;;1989;2026-03-12;48.78131597662745, 2.041632219316701
0932117W;19930134200010;024;Créteil;93;LPO;lycée polyvalent;LUCIE-AUBRAC;Lycée polyvalent Lucie Aubrac;public;;51 rue Victor Hugo;93500;93055;Pantin;0141830970;0148450178;http://lyceeaubrac.com/;ce.0932117W@ac-creteil.fr;Éducation nationale;;1968;2026-01-29;48.89395126138246, 2.408073793087787
0932282A;19931740500017;024;Créteil;93;LPO;lycée polyvalent;LEO-LAGRANGE;Lycée polyvalent Léo Lagrange;public;;29 RUE GEORGES ELIE;93140;93010;Bondy;0155891100;0148489264;http://lyceeleolagrange.fr/;ce.0932282A@ac-creteil.fr;Éducation nationale;;1958;2026-03-18;48.906196397624925, 2.4915023903058637
0940743X;19940743800019;024;Créteil;94;LPO;lycée polyvalent;MARIANNE;Lycée polyvalent Marianne;public;;48 avenue le Foll;94290;94077;Villeneuve-le-Roi;0145973320;;https://www.lycee-marianne.fr;ce.0940743X@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.730688677911516, 2.4261920598500555
0932026X;19932026800014;024;Créteil;93;LPO;lycée polyvalent;ALFRED-NOBEL;Lycée polyvalent Alfred Nobel;public;;20 allée DE GAGNY;93390;93014;Clichy-sous-Bois;0141701000;0141701007;http://www.lyceenobelclichy.fr/;ce.0932026X@ac-creteil.fr;Éducation nationale;Oui;1989;2026-03-12;48.90343886871677, 2.548190117189201
0910756C;19910756600010;025;Versailles;91;LP LYC METIER;lycée professionnel;LOUIS-ARMAND;Lycée professionnel Louis Armand, lycée des métiers administratifs et commerciaux;public;;9 rue Pierre de Coubertin;91330;91691;Yerres;0169482782;0169839911;http://www.lyc-armand-yerres.ac-versailles.fr/;ce.0910756C@ac-versailles.fr;Éducation nationale;;1967;2026-03-12;48.71389660602255, 2.4790833560620764
0783214V;19783214000010;025;Versailles;78;LP LYC METIER;lycée professionnel;LUCIEN-RENÉ-DUCHESNE;Lycée professionnel Lucien René Duchesne - Lycée des métiers de la mobilité et de la maintenance des véhicules;public;;49 avenue Maurice de Hirsch;78170;78126;La Celle-Saint-Cloud;0130081060;0130081066;http://www.lyc-duchesne-lacelle.ac-versailles.fr/;ce.0783214V@ac-versailles.fr;Éducation nationale;;2007;2026-03-12;48.84152107355236, 2.1183995527535835
0930130L;19930130000018;024;Créteil;93;LP LYC METIER;lycée professionnel;CONDORCET (PROFESSIONNEL);Lycée professionnel Condorcet - Lycée des métiers de la maintenance des véhicules et du traitement de matériaux;public;;31 rue DESIRE CHEVALIER;93101;93048;Montreuil;0148575063;0148571511;http://www.condorcet93.fr/;ce.0930130L@ac-creteil.fr;Éducation nationale;;1950;2026-01-14;48.85750093339525, 2.445528654993236
0770943G;19770943900016;024;Créteil;77;LP LYC METIER;lycée professionnel;BENJAMIN-FRANKLIN;Lycée professionnel Benjamin Franklin - Lycée des métiers du bâtiment;public;;Rue DE LA FORET - LA ROCHETTE;77000;77389;La Rochette;0164835077;0164835083;https://www.lycee-benjamin-franklin.com/;ce.0770943G@ac-creteil.fr;Éducation nationale;Oui;1776;2026-03-27;48.50937890988075, 2.6634363481038346
0750691U;19750691800048;001;Paris;75;LPO LYC METIER;lycée polyvalent;RASPAIL;Lycée polyvalent Raspail;public;;5 BIS AVENUE MAURICE D OCAGNE;75014;75114;Paris 14e Arrondissement;0140527300;0140527302;http://www.ldmraspail.fr/;ce.0750691U@ac-paris.fr;Éducation nationale;;1993;2026-01-26;48.82469130457495, 2.3126280641811805
0951710T;19951710300016;025;Versailles;95;LPO LYC METIER;lycée polyvalent;CAMILLE-CLAUDEL;Lycée polyvalent Camille Claudel, lycée des métiers des arts et du design;public;;Avenue FEDERICO GARCIA LORCA;95490;95637;Vauréal;0134211893;0134217969;http://www.lyc-claudel-vaureal.ac-versailles.fr/;ce.0951710T@ac-versailles.fr;Éducation nationale;;1990;2026-01-23;49.033255991192725, 2.02202841753786
0753268V;19753268200014;001;Paris;75;LPO LYC METIER;lycée polyvalent;JEAN-LURCAT;Lycée polyvalent Jean Lurçat - Lycée des métiers du management, de la communication et de la relation cleint;public;;48 avenue des Gobelins;75013;75113;Paris 13e Arrondissement;0144087020;0143360023;http://www.lycee-jean-lurcat.net/generique.php?page=index.dh;ce.0753268V@ac-paris.fr;Éducation nationale;;1966;2026-03-12;48.83420799456895, 2.353337607800063
0932129J;19931388300019;024;Créteil;93;LPO LYC METIER;lycée polyvalent;ENNA (L');Lycée polyvalent Application de l'Enna - Lycée des métiers d'art, de la couture, de la mode éthique et des services publics;public;;Place du 8 Mai 1945;93201;93066;Saint-Denis;0149718700;0148226854;https://lyceedelenna.fr/;ce.0932129J@ac-creteil.fr;Éducation nationale;;;2026-01-28;48.93942848556531, 2.355881902782786
0941355M;19941355000013;024;Créteil;94;LPO LYC METIER;lycée polyvalent;PAUL-BERT;Lycée polyvalent Paul Bert;public;;1 rue DU GUE AUX AUROCHS;94700;94046;Maisons-Alfort;0141790250;0141790279;http://lyceepaulbert.fr/;ce.0941355M@ac-creteil.fr;Éducation nationale;;1973;2026-03-18;48.81499680233944, 2.4243206489988234
0782557F;19782557300011;025;Versailles;78;LPO LYC METIER;lycée polyvalent;JEAN-BAPTISTE-POQUELIN;Lycée polyvalent Jean-Baptiste Poquelin;public;;72 RUE LEON DESOYER;78101;78551;Saint-Germain-en-Laye;0130874400;0139732165;http://www.lycee-jbpoquelin.fr/site/;ce.0782557F@ac-versailles.fr;Éducation nationale;;1896;2026-03-05;48.89954744030696, 2.085562477420541
0753852E;33482277200037;001;Paris;75;LGT PR;lycée d'enseignement général et technologique;SAINTE-JEANNE-ELISABETH;Lycée général et technologique privé Sainte Jeanne Elisabeth;privé;lycée privé sous contrat Éducation nationale;8 rue Maurice de la Sizeranne;75007;75107;Paris 7e Arrondissement;0153585900;0145673146;http://www.ste-jeanne-elisabeth.com/;ce.0753852E@ac-paris.fr;Éducation nationale;;;2026-03-12;48.84737880361758, 2.3146576650777937
0920928J;32303763000015;025;Versailles;92;LGT PR;lycée d'enseignement général et technologique;PASSY-BUZENVAL (La Salle);Lycée général et technologique privé La Salle Passy Buzenval;privé;lycée privé sous contrat Éducation nationale;50 avenue Otis Mygatt;92508;92063;Rueil-Malmaison;0141398181;0141398180;;ce.0920928J@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.85878124948275, 2.183047278908462
0920894X;78528764000011;025;Versailles;92;LGT PR;lycée d'enseignement général et technologique;SAINT-GABRIEL (Apprentis d'Auteuil);Lycée général et technologique privé Saint Gabriel;privé;lycée privé sous contrat Éducation nationale;21 rue de la Lisette;92220;92007;Bagneux;0146576122;0146577111;;ce.0920894X@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.7929443705192, 2.3008193855664767
0920917X;57980335400011;025;Versailles;92;LGT PR;lycée d'enseignement général et technologique;NOTRE-DAME;Lycée général et technologique privé Notre-Dame;privé;lycée privé sous contrat Éducation nationale;24 rue Alexandre Guilmant;92190;92048;Meudon;0146900020;0146266706;;ce.0920917X@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.815732190282915, 2.2403380193669244
0753231E;49025488500026;001;Paris;75;LGT PR;lycée d'enseignement général et technologique;SINAI;Lycée général et technologique privé Sinaï;privé;lycée privé sous contrat Éducation nationale;2 rue Tristan Tzara;75018;75118;Paris 18e Arrondissement;0140380202;0140380771;;ce.0753231E@ac-paris.fr;Éducation nationale;;;2026-03-12;48.89454339499439, 2.3659819549864993
0941719H;55208172100029;024;Créteil;94;LGT PR;lycée d'enseignement général et technologique;EPIN;Lycée général et technologique privé Epin;privé;lycée privé sous contrat Éducation nationale;19 avenue Eugène Pelletan;94400;94081;Vitry-sur-Seine;0146811106;;;ce.0941719H@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.79419945658507, 2.3848003666518878
0781974X;40854725500021;025;Versailles;78;LGT PR;lycée d'enseignement général et technologique;SAINT-EXUPÉRY;Lycée général et technologique privé Saint-Exupéry;privé;lycée privé sous contrat Éducation nationale;11 rue Michael Faraday;78180;78423;Montigny-le-Bretonneux;0130583700;0130585345;;ce.0781974X@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.795692848197156, 2.0492015541446027
0931796X;77568810400113;024;Créteil;93;LGT PR;lycée d'enseignement général et technologique;ORT (Daniel Meyer);Lycée enseignement général et technologique privé ORT;privé;lycée privé sous contrat Éducation nationale;39/45 rue Raspail;93107;93048;Montreuil;0149884660;;;ce.0931796x@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.85283000352504, 2.4250052027638027
0931799A;30413855500012;024;Créteil;93;LGT PR;lycée d'enseignement général et technologique;FÉNELON;Lycée général privé Fénelon;privé;lycée privé sous contrat Éducation nationale;1 rue de Montauban;93410;93074;Vaujours;0149636202;;;ce.0931799a@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.930778207404614, 2.569982738187762
0932036H;33993383000012;024;Créteil;93;LGT PR;lycée d'enseignement général et technologique;FRANCOISE-CABRINI;Lycée général et technologique privé Françoise Cabrini;privé;lycée privé sous contrat Éducation nationale;20 rue du Docteur Sureau;93167;93051;Noisy-le-Grand;0148151625;;;ce.0932036H@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.846151027322726, 2.5490887631686205
0920163C;19920163300013;025;Versailles;92;LP;lycée professionnel;LOUIS-GIRARD;Lycée professionnel Louis Girard;public;;85 rue LOUIS GIRARD;92240;92046;Malakoff;0146426384;0146424704;http://www.lyc-girard-malakoff.ac-versailles.fr/;ce.0920163C@ac-versailles.fr;Éducation nationale;;1950;2026-03-05;48.81081427469016, 2.2831562997306007
0930135S;19930135900014;024;Créteil;93;LP;lycée professionnel;SIMONE-WEIL;Lycée professionnel Simone Weil;public;;6 rue DELIZY;93500;93055;Pantin;0148103900;0148440091;http://www.lpsweilpantin.org/;ce.0930135S@ac-creteil.fr;Éducation nationale;;1965;2026-01-22;48.89544091786192, 2.4096103845694055
0941298A;19941298200019;024;Créteil;94;LP;lycée professionnel;JULES-MICHELET;Lycée professionnel Michelet;public;;2-4 rue Béranger;94120;94033;Fontenay-sous-Bois;0148756485;;http://www.lycee-michelet.fr/index.php/fr/;ce.0941298A@ac-creteil.fr;Éducation nationale;;1899;2026-03-12;48.852087694925295, 2.4731761275858335
0750770E;19750770000015;001;Paris;75;LP;lycée professionnel;ABBÉ-GRÉGOIRE (L');Lycée professionnel Abbé Grégoire;public;;70 bis rue de Turbigo;75003;75103;Paris 3e Arrondissement;0148874534;0144619077;http://www.lyceeabbegregoire.fr/;ce.0750770E@ac-paris.fr;Éducation nationale;;;2026-03-12;48.86624005627622, 2.3599726427505554
0910687C;19910687300011;025;Versailles;91;LGT;lycée d'enseignement général et technologique;FUSTEL-DE-COULANGES;Lycée général et technologique Fustel de Coulanges;public;;11 rue des Migneaux;91300;91377;Massy;0169534060;0169534074;;ce.0910687C@ac-versailles.fr;Éducation nationale;;1966;2026-03-12;48.73404733478106, 2.2658234454840724
0782539L;19782539100018;025;Versailles;78;LGT;lycée d'enseignement général et technologique;SAINT-EXUPÉRY;Lycée général et technologique Saint-Exupéry;public;;8 rue Marcel Fouque;78201;78361;Mantes-la-Jolie;0130632121;0130335073;http://www.lyc-stex-mantes.ac-versailles.fr/;ce.0782539L@ac-versailles.fr;Éducation nationale;;1959;2026-03-11;48.99632959160948, 1.6933611347904614
0772120L;19772120200012;024;Créteil;77;LGT;lycée d'enseignement général et technologique;JEAN-MOULIN;Lycée général et technologique Jean Moulin;public;;6 AVENUE JEAN MOULIN - TORCY;77200;77468;Torcy;0160373870;0160178108;http://www.jeanmoulintorcy.fr/;ce.0772120L@ac-creteil.fr;Éducation nationale;;;2026-03-12;48.83607944975962, 2.6576433910619786
0940123Y;19940123300010;024;Créteil;94;LGT;lycée d'enseignement général et technologique;GUILLAUME-APOLLINAIRE;Lycée général et technologique Guillaume Apollinaire;public;;42 rue du pavé de Grignon;94320;94073;Thiais;0148525877;;http://lycee-apollinaire-thiais.fr/;ce.0940123Y@ac-creteil.fr;Éducation nationale;;2000;2026-03-12;48.756951300656354, 2.400208301462324
0930123D;19930123500016;024;Créteil;93;LGT;lycée d'enseignement général et technologique;OLYMPE-DE-GOUGES;Lycée général et technologique Olympe de Gouges;public;;RUE DE MONTREUIL A CLAYE;93130;93053;Noisy-le-Sec;0148434202;0149150350;https://www.citescolaireolympedegouges.fr/#Accueil.A;ce.0930123D@ac-creteil.fr;Éducation nationale;;1962;2026-02-09;48.88927848551092, 2.471321521299963
0772229E;19772229100014;024;Créteil;77;LGT;lycée d'enseignement général et technologique;JEAN-VILAR;Lycée général et technologique Jean Vilar;public;;83 avenue Salvador Allende;77100;77284;Meaux;0160230000;0160230648;https://lycee-jean-vilar77.jimdo.com/;ce.0772229E@ac-creteil.fr;Éducation nationale;;1990;2023-02-06;48.95461335102046, 2.894789005848248
0754239A;78475421000028;001;Paris;75;LPO PR;lycée polyvalent;SAINT-JEAN-DE-MONTMARTRE;Lycée polyvalent privé Saint Jean de Montmartre;privé;lycée privé sous contrat Éducation nationale;31 rue Caulaincourt;75018;75118;Paris 18e Arrondissement;0146060308;0142594128;http://lycee-stjeandemontmartre.com/;ce.0754239A@ac-paris.fr;Éducation nationale;;;2026-03-12;48.88821536735607, 2.333774738186778
0920985W;77572827200029;025;Versailles;92;LPO PR;lycée polyvalent;TRINITÉ (LA);Lycée polyvalent privé La Trinité;privé;lycée privé sous contrat Éducation nationale;121 avenue Achille Peretti;92200;92051;Neuilly-sur-Seine;0147454633;0146439558;;ce.0920985W@ac-versailles.fr;Éducation nationale;;;2026-03-12;48.88402114132471, 2.270111556387921
0750670W;19750670200012;001;Paris;75;LG;lycée d'enseignement général;LAMARTINE;Lycée général et technologique Lamartine;public;;121 RUE DU FG POISSONNIERE;75009;75109;Paris 9e Arrondissement;0148789474;0142829205;https://www.ac-paris.fr/serail/jcms/s1_1489618/fr/cite-scolaire-alphonse-de-lamartine;ce.0750670W@ac-paris.fr;Éducation nationale;;1893;2026-01-16;48.8783808876197, 2.349088600466694
0750667T;19750667800014;001;Paris;75;LG;lycée d'enseignement général;CONDORCET;Lycée général Condorcet;public;;8 RUE DU HAVRE;75009;75109;Paris 9e Arrondissement;0148742595;0148746294;https://www.ac-paris.fr/serail/jcms/s2_2323780/fr/lycee-condorcet-paris-9e;ce.0750667T@ac-paris.fr;Éducation nationale;;1803;2026-01-15;48.874803117835995, 2.3269329145962345
0750652B;19750652000018;001;Paris;75;LG;lycée d'enseignement général;CHARLEMAGNE;Lycée général Charlemagne;public;;14 rue Charlemagne;75004;75104;Paris 4e Arrondissement;0153019830;0142727818;http://www.lycee-charlemagne.fr/;ce.0750652B@ac-paris.fr;Éducation nationale;;1641;2026-01-19;48.854235652843826, 2.3604935218748184
0754479L;77567877400198;001;Paris;75;LG PR;lycée d'enseignement général;OZAR-HATORAH;Lycée général privé Ozar Hatorah;privé;lycée privé sous contrat Éducation nationale;34 rue du Moulin Joly;75011;75111;Paris 11e Arrondissement;0143385019;0143574170;;ce.0754479L@ac-paris.fr;Éducation nationale;;;2026-03-12;48.870211287559485, 2.378006460299218
0753916Z;78461709400015;001;Paris;75;LG PR;lycée d'enseignement général;SAINTE-ELISABETH;Lycée général privé Sainte Elisabeth;privé;lycée privé sous contrat Éducation nationale;112 rue de Lourmel;75015;75115;Paris 15e Arrondissement;0145545676;0145570996;http://www.sainte-elisabeth.com/;ce.0753916Z@ac-paris.fr;Éducation nationale;;;2026-03-12;48.842805453750806, 2.2860409848745764
0755352K;49797644900023;001;Paris;75;LG PR;lycée d'enseignement général;ASSOCIATION-N'R-HATORAH;lycée general privé N'R Hatorah;privé;lycée privé sous contrat Éducation nationale;3 rue Henri Turot;75019;75119;Paris 19e Arrondissement;0142065371;0142069547;;ce.0755352k@ac-paris.fr;Éducation nationale;;;2026-03-12;48.87668931036021, 2.37251345875158
